cube
4.500000,-3.100000,0.000000,
0.940000,1.020000,0.000000,
4.110000,2.380000,1.000000,
cube1
8.600000,4.800000,0.000000,
0.000000,0.000000,0.000000,
5.440000,1.580000,2.730000,
cube2
-5.500000,0.000000,0.000000,
0.000000,0.000000,0.000000,
1.760000,3.330000,6.210000,
cube3
0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,
1.000000,1.000000,1.000000,
cube4
10.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,
1.000000,1.000000,1.000000,
cube5
0.000000,6.500000,0.000000,
0.720000,0.000000,0.000000,
1.000000,1.000000,1.000000,
